,Agent,Value,Consumption,i_a,m
358,S358,-2.7653595216269844,1.2653405694221675,0.45,0.9
359,S359,-7.80575170638847,1.2771636059209266,0.45,0.9
360,S360,6.601063057239412,1.650893848740871,0.45,0.9
361,S361,6.668896456548677,1.6534041236615309,0.45,0.9
362,S362,4.859491007184083,1.3727368274913423,0.45,0.9
363,S363,8.5666738561382,2.3218995974702823,0.45,0.9
364,S364,1.389748000612033,1.9857110215690263,0.45,0.9
365,S365,1.8045107465152244,3.0668332165132366,0.45,0.9
366,S366,4.27706491972897,3.8973313317305034,0.45,0.9
367,S367,-0.04500891789946154,1.702559775342654,0.45,0.9
368,S368,5.835538485223248,1.7214466136619007,0.45,0.9
369,S369,1.8535534309682706,3.062945131973523,0.45,0.9
370,S370,11.895640351281989,6.141042167818826,0.45,0.9
371,S371,12.030647816675236,6.142324609313522,0.45,0.9
372,S372,11.1813702409501,5.60577230281809,0.45,0.9
373,S373,8.572698860394237,4.3021169932162,0.45,0.9
374,S374,8.813499773819405,7.244613457603339,0.45,0.9
375,S375,5.138050717972439,4.450159947104686,0.45,0.9
376,S376,5.626936199660014,4.799311694498463,0.45,0.9
377,S377,8.288905935350058,6.6242067011523265,0.45,0.9
378,S378,8.322603665819598,4.000028790741729,0.45,0.9
379,S379,5.268045600507237,4.458212006244125,0.45,0.9
380,S380,-2.6105035254796727,1.2038692903598278,0.45,0.9
381,S381,-2.5537781189299915,1.205114285467904,0.45,0.9
382,S382,6.965287943685217,2.8547999502019397,0.45,0.9
383,S383,-2.5125456131061963,1.2640320314939402,0.45,0.9
384,S384,-5.057790984275874,1.2262147014200662,0.45,0.9
385,S385,4.621955173658822,3.841228856557427,0.45,0.9
386,S386,-4.745941069481725,1.2870234704073993,0.45,0.9
387,S387,3.7288239179288616,3.2765122228681833,0.45,0.9
388,S388,7.913236542823029,3.2391655353590543,0.45,0.9
389,S389,4.68566977162259,3.842070527223976,0.45,0.9
390,S390,41.427042416905024,30.110379739649396,0.45,0.9
391,S391,41.498475898202145,30.110379739649396,0.45,0.9
392,S392,-7.729018258553253,5.4465623243500006e-06,0.45,0.9
393,S393,-2.731253903167007,2.57378716446898,0.45,0.9
394,S394,41.98082222886526,23.64085508288094,0.45,0.9
395,S395,-13.17864773004278,0.42415360108638533,0.45,0.9
396,S396,5.288602248056492,2.2465108872458948,0.45,0.9
397,S397,-5.168039875511915,5.4465623243500006e-06,0.45,0.9
398,S398,-19.495608789847275,0.44925254721355246,0.45,0.9
399,S399,-13.039470598208645,0.42577320262044616,0.45,0.9
400,S400,-0.8742434471329393,2.5421093849028513,0.45,0.9
401,S401,1.8754143652041027,2.6271276640648025,0.45,0.9
402,S402,-4.904056729725712,1.623049263858337,0.45,0.9
403,S403,7.256505315614196,11.808228357685875,0.45,0.9
404,S404,1.2840136767137063,2.3680254419755724,0.45,0.9
405,S405,-0.3013959035723808,5.514858167128502,0.45,0.9
406,S406,10.653729915743584,12.329155639812477,0.45,0.9
407,S407,-0.1874187007343971,1.5686293661764097,0.45,0.9
408,S408,0.7484803650862211,5.602317415916667,0.45,0.9
